"newspaper","date","epu_news_std","eu_news_std","pol_impositiva_std","pol_gasto_gub_std","pol_fiscal_std","pol_monetaria_std","pol_salud_std","pol_seguridad_nacional_std","pol_regulacion_financiera_std","pol_regulacion_std","pol_deuda_crisis_std","pol_prog_derechos_std","pol_comercial_std"
"la_diaria","04-2012",3.1126005745678342,3.3913166349330965,3.8322380713829745,0.0,0.0,1.8805760839663124,0.0,0.0,3.0854112969619774,0.0,4.367338477418048,3.7077426045991686,2.6249982484230374
"la_diaria","05-2012",3.1216752118114717,2.976053373512717,2.2419896199927605,1.422657868099759,2.9140006869201582,1.650301461439825,3.494664660304006,0.0,1.3538029160139287,1.015292699751197,2.874421752994532,2.324095218626301,3.4553548372099168
"la_diaria","06-2012",3.2033944581939715,3.4357055961233205,3.451020671611893,0.0,0.9967611424718168,2.2580040938373873,0.0,2.762645423150335,4.1677283487758645,3.125613128029863,1.9664455971620536,2.384935407595576,4.727745536426832
"la_diaria","07-2012",5.345449220225558,5.096091394966669,1.1812633481682289,1.4991448502556601,5.117778984196693,5.796757821544905,3.6825498570945445,2.8369100850629785,2.853176038050861,5.349391643850394,3.0289605569189693,4.898093148932849,1.2137088675504368
"la_diaria","08-2012",4.08393917273394,3.8934290493285304,5.332887931050741,1.3535968065415183,4.620907238158179,2.6169829000178457,1.662510372377634,1.2807409607323152,1.2880843278579128,1.9320132927304332,2.7348867164413995,3.9802951122881502,3.2876191655006974
"la_diaria","09-2012",4.44657224938262,5.086974952399645,2.554825380921983,1.6211682682997255,2.213736955954849,3.7611521679326247,0.0,1.533910685528238,3.0854112969619774,3.4708843456610694,3.2755038580635367,3.7077426045991686,1.3124991242115187
"la_diaria","10-2012",1.5296208537876215,2.1873992295318474,0.0,0.0,0.951906891060585,1.0781969548073524,0.0,2.6383263791085696,1.3267268576936502,0.0,0.0,0.91104532570151,0.0
"la_diaria","11-2012",4.270515074026354,4.8115380683441655,2.230608962023254,0.0,1.9328058701737765,2.7365404944349048,0.0,1.3392519690906444,2.693861639987107,2.0202778594033974,0.9532769265430258,3.699676449549279,2.29187664329321
"la_diaria","12-2012",4.395462223527647,4.190419979946068,2.525459571945868,4.807602450819876,1.0941458517937759,3.7179205338184564,1.9682594063781185,3.032559056446632,1.5249733996478738,1.1436630410990496,1.0792847961435408,3.6651248735118216,0.0
"la_diaria","01-2013",4.089895330982944,3.8991073610193356,1.1749464318678637,0.0,1.0180822364284332,1.1531518233233715,0.0,0.0,0.0,3.192471162854032,4.017017209175959,3.8975201099529837,4.82887378319532
"la_diaria","02-2013",2.1363419745637167,2.036684571258703,2.454916008483693,0.0,1.063583118503447,0.602344667490141,0.0,0.0,0.0,0.0,2.098274352279063,1.5268916073209664,0.0
"la_diaria","03-2013",3.516369778822118,3.771377981951461,1.262729785972934,1.6025341502732917,2.1882917035875518,2.4786136892123043,0.0,0.0,0.0,4.574652164396198,0.0,3.1415356058672756,0.0
"la_diaria","04-2013",3.2202544290265713,3.837542507950609,2.312789292203058,4.402751718119254,3.006021761243953,3.4048324888653236,1.8025112458410137,1.3885928311097735,1.3965545870459475,2.0947091489603644,3.9535906216626544,3.3564827789002996,1.1881571019177959
"la_diaria","05-2013",2.7739238281122662,3.0223132705103244,2.2768391995781405,1.444771720971776,2.9592960343852384,2.79325635960454,0.0,1.3670084865847512,1.3748464846566324,1.0310744515608012,1.9460679225800632,3.3043094714562535,0.0
"la_diaria","06-2013",2.6372773341165883,2.9332939859622473,1.262729785972934,3.2050683005465834,1.0941458517937759,1.2393068446061521,0.0,1.516279528223316,1.5249733996478738,0.0,1.0792847961435408,2.6179463382227297,0.0
"la_diaria","07-2013",1.514476092859031,2.1657418114176705,1.0876979344519333,0.0,0.9424820703570149,0.5337608687165111,0.0,3.9183065036265883,0.0,0.9851354908476962,0.9296809630147331,1.80405014990398,1.1175735117048575
"la_diaria","08-2013",1.5220107997886778,1.8137638719169547,1.0931093669616445,0.0,0.0,1.6092491862796305,0.0,0.0,1.320126226560846,1.9800733248879068,0.934306241437692,0.9065127618920497,1.1231335789272698
"la_diaria","09-2013",1.1247212160203097,1.0722545242803172,0.0,0.0,0.9332420500593971,0.528527919023212,0.0,0.0,1.30071260558201,0.0,0.9205664437694907,0.8931816918642255,0.0
