"newspaper","date","epu_news_avg","eu_news_avg","pol_impositiva_avg","pol_gasto_gub_avg","pol_fiscal_avg","pol_monetaria_avg","pol_salud_avg","pol_seguridad_nacional_avg","pol_regulacion_financiera_avg","pol_regulacion_avg","pol_deuda_crisis_avg","pol_prog_derechos_avg","pol_comercial_avg"
"Promedio","01-2014",3.6738590778141886,3.6745920563326444,1.8840185392578384,0.7404916923887317,0.8993105472956023,2.6705467252347357,1.1783113484576717,1.328372695004948,1.7974443628316719,1.7319623106654742,1.687356054139995,2.9524775288234153,1.0664743613408574
"Promedio","02-2014",2.2791173881810116,2.361751632017244,0.29769491960812033,0.11014880001855587,0.7461002242091556,1.772889847789638,0.17384808614265565,0.37275438648111575,0.3476303885295265,0.44764663879859984,1.9061795090219669,1.8255762602617873,0.628877012660021
"Promedio","03-2014",3.57074356333008,3.5034547149238,0.9324687781054622,1.161741713288854,1.7895595892368217,2.657014597600314,0.0,2.390432043691,0.609820591380492,1.3643153824340661,1.397997021468318,2.8682160822130407,1.1895477907396046
"Promedio","04-2014",3.6068761335431465,3.8663225067468487,1.441203584550288,0.796791466809231,1.0345338104611905,2.884772397617642,0.16931441731630992,1.6719570323865456,0.6812345416463819,0.7863355005818757,1.7663576157303982,2.542602153317931,0.6776790188340404
"Promedio","05-2014",3.72860278979728,4.002582138274265,1.2757238710153713,0.7762579403684615,0.7839591738677983,1.8686265643941908,0.173375062870791,1.6674957590295867,0.8479768351615742,2.4981373178309205,1.0533613234506245,2.375599224410958,1.681758201990516
"Promedio","06-2014",3.661010055764116,3.9627488067806307,0.6878723333266255,1.3174351884495168,1.3778571956843793,2.495688873971703,0.1566682553418332,0.7597818673050766,0.764014701980452,2.3330216934615655,2.623201098463483,2.6409920899796338,0.7785615502535417
"Promedio","07-2014",4.25564253344509,4.523208835212387,1.6274734750989024,0.6152259794251078,1.5086271411893544,2.7470691809467866,0.6753040991937471,1.5097095858081555,1.4352107363396394,1.9622704208329436,2.3049069220381377,3.4029658073366704,0.8771621148338437
"Promedio","08-2014",4.409471168059842,4.604223195182184,2.4532716111502126,2.1901013922199035,1.7636937026556208,2.785729822654652,1.3684726353047545,2.256511858694869,1.2123529693624142,1.7201621474177002,2.3877804249600576,3.1963041925541535,1.0684471572287524
"Promedio","09-2014",4.3184028302095365,4.752976065538484,0.8622043873808097,1.8448979787107394,1.7771520460973802,3.0745757723095113,0.9992854445879948,1.1800364610550889,1.684840357433935,1.936288343132582,1.767500156691634,3.093237986904167,0.6382915465228534
"Promedio","10-2014",3.4133790576762695,3.798951728492382,1.2782096125949443,0.8413515083083395,1.2076769180398632,1.8196717053401306,2.2678981793912327,0.8856723530822682,0.4396319739016501,1.8035817329570565,1.5302461893710522,2.675516187779239,0.5153375564047235
"Promedio","11-2014",3.5855303231083195,3.8411069636773476,1.6589749844590163,1.7200975050251408,1.8316236449529095,2.019785256307864,0.641342952640061,0.9204811849170936,0.4241364552215141,1.130008291635864,1.6545324657400091,2.552852117213323,0.9988570972176284
"Promedio","12-2014",4.534920566092672,4.580231140819776,2.3406365745443485,1.4114706719745016,1.7000377573664105,3.1411023118763572,0.3360513427315058,1.2000255336442862,1.263060971002868,1.7677419160972638,2.236779552819334,3.217366645444688,1.1061392062212512
"Promedio","01-2015",3.633392087512823,3.9236061991019775,1.310818196748535,1.5768350672387017,1.633753556148086,2.05550876980852,0.3927854639338695,2.2594472572444215,1.0775778727530825,1.894642845553187,2.3085934759451123,2.615779668729211,1.9291505118319263
"Promedio","02-2015",3.3174828562169174,3.3681528338259175,1.5807116188791834,1.2057952050043108,1.264922935455692,2.1232217334964063,0.20643588710656577,1.5631214222653538,1.1149335062777486,1.259973995120076,2.146673871377479,2.5691436110137924,0.8623715379183876
"Promedio","03-2015",3.726246649380649,3.778611353208017,1.2162703032688273,1.2627526399944242,1.6277104433648428,2.207179956442824,1.2089975353379645,1.385328789999994,0.5213556235617965,2.0893180367692534,2.6346165597638196,2.629012537893404,0.36821010896227735
"Promedio","04-2015",4.326225052066597,4.344520403334256,1.3988173469300786,1.56555538711143,1.7719058851657852,2.748921552989234,0.0,1.1567310392690355,0.8063762951209449,2.354291969915286,2.149366146644421,3.2802150951291775,2.0781834468960976
"Promedio","05-2015",2.839785943967739,3.040837219404482,0.5006318973929953,0.8748581597189089,0.9485595432764594,1.3497815084394205,0.2121915345166001,1.2234327618849203,0.9281754057356989,1.268735123385721,1.4180336161329166,2.0276112990775377,1.0668105747528274
"Promedio","06-2015",3.891237768851866,4.200791346283979,1.1986240154366368,1.4066145585415422,1.5739909377946917,2.9403417932643734,1.0330077535194422,0.6607406951979916,2.2573586787952697,1.4747885645146315,1.7732953992569251,3.3078549946164313,2.1586539143085166
"Promedio","07-2015",3.8352551635574197,3.801333384745218,1.5836395631152256,1.7977983391749242,2.4359629431426106,2.6344349304797663,0.691760832590163,1.7367467920881359,1.453597996633223,1.4315575738632198,2.1537480882750146,3.6294654069857053,1.0176405275786053
"Promedio","08-2015",4.134964583476831,4.402997669056745,1.3331922155036915,2.0344657484534356,2.3856806298932614,3.375391425566225,0.9806250518101026,1.7561729527541636,0.9658630784108763,1.085762224648936,3.263279232842224,3.63029612719442,0.8852130990841207
"Promedio","09-2015",4.867476366674514,4.972094965080071,1.7744038401432576,1.7288912046073206,3.0977210762580714,3.1415817876046606,1.459602110528909,1.4432140541377583,1.2412608993912393,1.8101790953420007,2.8523634318655975,4.062018224508743,1.6471268425905057
"Promedio","10-2015",4.107185516099709,4.259228249140198,1.0581958338436677,1.661434020534237,2.4598941923227002,2.800915734432046,0.7457083782688052,1.605016144197595,0.8835580939051089,1.3000269247860494,2.553361479974486,3.632016057939051,0.7370050342038758
"Promedio","11-2015",3.5161669771640294,3.9283735697963427,0.7636856305658757,1.5615534419759562,1.7715492336223158,2.748044946114955,0.7652793321680846,1.9267264209458872,1.1717380557970014,1.6300331055800161,2.014612773347085,3.1515790701652135,0.7335057671671478
"Promedio","12-2015",4.490073714943975,4.565310035155967,2.203720941999994,2.0618703259358693,2.4480552403308873,3.2825066159570966,0.8587743167984648,1.325920715924724,1.3379350660338536,1.4140064986777874,2.5433998316663167,4.069466516178493,1.5145239071924184
"Promedio","01-2016",3.2243785076893787,3.170058487943697,0.7723739757889657,1.284485885284172,1.497833719153314,1.976198497339385,0.20771459643018597,1.9640766225553807,0.5433430662260674,1.2881126900570978,2.18128619890028,2.7634329480664195,0.8409213919207326
"Promedio","02-2016",4.866795645479352,4.991386531946544,1.1986957369212072,1.391987227551292,1.5559187348196255,2.7721400474695628,1.1164718449890836,1.5973563600883909,1.1187313386803506,2.0493111497610026,2.254750704635706,3.9051966113784626,1.0114506137108341
"Promedio","03-2016",4.16179913102133,4.547227173802978,1.6891181178307237,1.683954402883625,2.0734134212920186,2.9882199856033336,0.9664188881307751,1.0741175747618261,0.7449083917133222,1.6717792859452707,1.9072866775512507,3.6961643956543906,0.8613216210105133
"Promedio","04-2016",3.728138878696303,3.912181276037138,0.862436025693246,1.8730646767661228,1.4703246302010282,2.4274384070752397,1.352948592889166,1.9133817072324426,0.34917600355624806,1.0225944217991152,1.6778003175697942,3.1414877280577826,1.2839869850102972
"Promedio","05-2016",3.797619646260582,3.999188172777128,2.0345318453490995,1.5561145076416179,1.7490958890005663,2.326767251937619,0.9917396342664179,1.2378069367504647,1.2004754379616485,1.3433828660507245,1.6090055181653018,2.9597499264988,1.1514332059573107
"Promedio","06-2016",4.708081635225036,5.025475980577867,2.4862014920883935,2.045667375566281,3.5755816439784547,3.0072462386850325,1.9827126204192858,2.3707033148733454,1.0666507532136063,0.8161392277466093,1.6046469193584485,3.939846588900045,2.3127649591743533
"Promedio","07-2016",4.234531278025294,4.27060282380062,1.5085242036500117,1.8091845429959992,2.4722672080739483,2.4961567562590665,0.943970266989762,1.4596038042251303,0.9419766965213242,0.8878927374066677,2.2088829815892796,3.4719123635004494,3.868905480120304
"Promedio","08-2016",3.476912172861527,4.1207238888333,1.2323413045616876,1.6138052942842547,1.9346152467595281,2.271331004323692,0.47217902647297744,0.32706823206761954,1.0032292391362438,1.151874577731718,1.519612297339269,2.6746796328512477,1.245704626724702
"Promedio","09-2016",3.5775046519751306,3.980503646614574,1.5906015754258311,1.0167945047563405,1.6825944805531619,1.8933514952275043,1.5968684507809179,0.8311525000205195,0.7098900742129065,1.7100655232298976,1.3826581368721325,3.01440469879543,1.677923801426914
"Promedio","10-2016",3.9243812565326883,4.3788618984870675,1.1831367933677621,1.3374480556119612,1.1003109380921032,1.8726983524704286,0.6230612239761282,2.109152111019916,0.11159906898873068,2.1785236968697514,1.0186608951921559,2.9494171297193486,1.8258511718257624
"Promedio","11-2016",4.189167586455787,4.358601178547594,1.9331868168625703,1.31713598881723,1.017116780875611,2.8557439351985856,0.3716892730133579,1.5452147863347026,0.6996230657845764,2.0991127307621777,2.0006646642568007,3.4948415189655484,2.5191197073248257
"Promedio","12-2016",3.842787633602374,4.369963457983316,2.0419813680019967,1.9551215092847833,2.7133772431814918,2.1581836608200256,0.6296494492274696,1.6065949361225955,0.887086121075408,1.749139695708899,2.3969085028297124,3.4333230817574005,2.157357387434275
"Promedio","01-2017",5.541025680878282,5.714183741096431,3.6186305654121864,2.788156725846823,3.9062462006655885,3.99266517556809,0.5568050256537999,2.463310407741242,0.2830808005221887,1.4278430883423932,2.608267638450883,5.098865953483744,2.706572777528511
"Promedio","02-2017",4.827453343643627,5.011815112936759,2.7330340425808703,2.4872584927310406,2.875593459955015,2.9342121063531823,2.071241725094833,2.491920373185147,1.1932750968395638,1.7383014537725578,2.0795080252793787,4.33101957254381,2.0839147525989974
"Promedio","03-2017",3.6742154278304966,3.9935899701933653,2.429028781428603,2.402871300668668,2.289201405023052,1.9505224652694277,1.2529298971084295,1.8832313653686128,1.2896578230657763,1.5416609815665723,2.1208594590023933,2.6461808027237925,1.5775153829183666
"Promedio","04-2017",3.5822564647210036,3.8369647436223233,1.2218682913235352,1.0694107463630211,0.9578474039730827,1.624669393879975,0.7831410000485496,1.0889755774436158,0.27994178547899945,2.046845648625489,0.7468884833442151,3.184618242766119,1.7958548591975607
"Promedio","05-2017",3.858471054142949,3.9904461659300208,1.8718243698239292,1.555057154189588,1.812531783095232,2.3702986784687297,1.1893429256023538,1.5400848077513725,1.1316058334583132,1.2935868590974238,1.5506641754321393,3.3141992801753344,1.5088976667419203
"Promedio","06-2017",3.49995907982696,3.7410681585987557,2.0644760876878396,2.4929456630834643,3.068410402780667,3.1034912164342274,1.1928959930863534,0.857357917963785,1.4005957557064983,1.3451500767956708,1.347758735309237,3.115101601577173,0.8010871444894132
"Promedio","07-2017",3.142092419190757,3.1522640712481,1.505144087464233,1.2112210634491636,1.4723404596802236,1.8782840710168782,2.138452969513587,1.330775532539856,0.48232749465228103,0.9427558138973425,1.2666929781451863,2.016778950745361,1.1058810910189543
"Promedio","08-2017",3.3316973429376104,3.3011938520825836,1.2947659564175142,1.4599025193045192,1.3479862127460203,2.2245631704001663,0.6395173097263295,1.7415189162671059,0.5368913545326482,1.417181900840088,1.2533685405400865,2.9451973147225368,0.8492324883068826
"Promedio","09-2017",3.8143447301808835,4.173063640405593,1.922939237401467,1.760419839234215,1.6359061443014762,2.4601955752756277,0.6292706297460574,1.9662977214170605,1.266613692860057,1.4830580476941293,1.9083713318081983,3.040729634076197,1.940267556901931
"Promedio","10-2017",3.8772602228953192,4.321037290188832,1.2791281587446626,0.855754829260526,0.8524527898806745,2.633639921344451,0.8203557345748203,1.6075337149644549,0.676498285387859,1.4754327126487858,0.8249966880683065,3.083746384199376,1.4920081103473848
"Promedio","11-2017",3.093817337139791,3.2449678763337118,1.1487332546551565,1.4722129183028956,0.9217829558414969,2.084118423342115,1.7292374774489918,1.3836885265542278,1.146101308334361,2.0593783483591555,1.1372865522841356,2.7392097038039296,0.8300537813112671
"Promedio","12-2017",4.418418748190569,4.873031776651879,2.037714931634041,3.297405357499475,1.953706746044863,3.5683347006802393,3.464328163510775,1.4246534707642748,1.2040412062526284,0.8120283698272267,1.0955471793173628,3.608980409868757,2.5214633610850723
"Promedio","01-2018",3.8224812867713727,4.044932837664378,2.5189450463265355,2.4597295660270047,1.6788096085120408,2.393527647036812,1.0828022707369354,2.1115172657031067,0.9671913444360362,0.6060424744269431,1.7178757290351638,3.2216872392031184,2.06146699333027
"Promedio","02-2018",3.1153939951719742,3.1713497768408936,2.5367165403484493,2.5071868487492943,1.357658075555653,2.5168823481406015,0.2476029185341266,1.3328087111310956,0.4375912117961788,0.8884782620043216,1.6220563713592286,2.518511139738941,1.1887253008806482
"Promedio","03-2018",3.83885289029609,4.114327728322987,1.0555964698083713,1.3514789164084116,1.000238607358372,2.1821030662986165,1.3441643713083316,2.5504574047521733,0.43705658600290304,1.9763178128032137,1.574875751416825,3.034376500978761,1.2674244908005405
"Promedio","04-2018",3.5251815513009443,3.4699184556941893,1.3454862831030363,1.0890895000195124,1.699693708059604,1.784685362809866,1.0357537600317546,2.8243798388597896,0.5550731416521396,0.8410862283372946,1.46572961310699,2.552020574990541,0.947502718139405
