"newspaper","date","epu_news_std","eu_news_std","pol_impositiva_std","pol_gasto_gub_std","pol_fiscal_std","pol_monetaria_std","pol_salud_std","pol_seguridad_nacional_std","pol_regulacion_financiera_std","pol_regulacion_std","pol_deuda_crisis_std","pol_prog_derechos_std","pol_comercial_std"
"el_observador","04-2012",5.13058816088974,5.127523128048179,1.8825452050490363,2.024155936021877,2.3912868480371134,4.177288256720135,0.4973351004954509,1.1148714020191912,1.4649091549687803,1.5819447365901698,2.8515369549066456,4.055777292855813,2.886535419524577
"el_observador","05-2012",5.143225077542178,5.287013995226031,1.5097456127191284,1.5782211991588195,2.556988498262345,3.2902391846122523,1.4956801913914914,1.9558304337147019,2.9370346111935643,1.9823014402469183,4.677644364452774,4.804997236117356,2.893645112676116
"el_observador","06-2012",6.679631505107191,6.91003534979396,2.196977486609198,2.4059859619195385,3.5658839003545078,5.803571669175951,0.0,0.5421178741001325,6.268481038752907,3.076948663284105,6.302680246806804,5.737204677110255,4.11725020253653
"el_observador","07-2012",5.573012839179902,5.4737672285292565,1.7367492975934065,0.6224642734876492,2.5002362979325707,5.64302518807455,1.3764552120248104,0.5142644434701293,4.054372674462139,2.918858365510536,4.304775848812602,4.592053096595721,2.130387455830455
"el_observador","08-2012",4.752995557243075,4.682296726803934,0.6975986935856975,1.0417696838150023,1.6245510195238477,4.975527926847774,0.4607330483345565,1.807436622355468,2.442774917139898,2.1982790478489345,4.202663531795265,3.1595366733229944,1.6044581550407477
"el_observador","09-2012",4.6089580807262145,5.064556072501224,1.265443481522148,1.079868221209731,1.5308749463643023,4.154642994275694,1.9103300281712794,0.8029441497436685,1.9694185682293615,1.5191148433948856,2.738282832828167,3.3635998075630793,0.9239637559941037
"el_observador","10-2012",3.6851022134995532,4.060854379288175,1.3687161565254178,1.226395929975294,0.7244166335326425,3.525232415275597,0.9039764163825017,1.0132177014257036,1.065071278432084,1.797129255095457,2.1203464219960844,2.764479386626506,0.3497789105311509
"el_observador","11-2012",5.891279946209745,6.0721130516257436,3.3046787952530123,2.632049412015667,2.7984932026709095,4.801331461890244,0.0,1.6309001380176906,1.7143649311982883,3.0855503568316247,4.044991718781312,4.764404515549272,2.0643800436440145
"el_observador","12-2012",5.142602134539529,5.223784513430811,2.685041947026135,1.145642422418167,1.6241197282454822,3.951731122171685,1.013343609019517,1.98765245579016,1.193928462722991,2.417464985452562,2.6409728994129136,4.22582552728719,1.5683870381263285
"el_observador","01-2013",5.443760072856624,5.402824777978602,3.565156425463885,2.690061929668257,2.8601742773420233,4.014946412807367,0.0,3.0558852654121953,2.044176089390721,0.7883896013782029,4.134146638297309,4.501912795069953,1.3426513322817177
"el_observador","02-2013",3.4293203097935976,3.6278923986281275,2.854206575370289,1.3639593807299732,1.2890778107961658,3.317476263955069,1.0053744332863337,0.563434595142977,2.3690782492938816,1.59896897630513,1.9651527441720054,2.8882304769695475,0.7780264342692073
"el_observador","03-2013",4.417859178019888,4.450019695190249,3.4656429632338837,1.656150704281249,2.347841681781784,3.021116718324707,0.0,1.5393041634362223,1.0787208914990611,1.4561285513581583,3.101973483550916,3.224136566390091,0.3542615652458358
"el_observador","04-2013",3.5799893339126676,3.843198827664306,1.039692888970165,0.8280753521406246,0.8804406306681691,2.7464697439315517,0.45778074459475726,1.5393041634362223,1.3484011143738264,1.820160689197698,2.505440121329586,2.036296778772689,0.7085231304916716
"el_observador","05-2013",4.788601241741609,4.592031968602389,3.086571154913337,3.253678775516997,2.6137936337391454,3.165490779508471,1.9186292502525923,1.6128649074234984,1.1302711394735423,3.432857565242767,2.7501790062725235,3.11151160796699,1.1135733798545053
"el_observador","06-2013",4.550968560602634,4.947219074948104,2.179616937524969,0.43399524085916175,1.8457597733406976,5.037997788873256,0.0,0.26891702525986416,1.1307177104492332,1.5263172843750272,3.8767833511788887,3.7352891622468993,0.5570066767664179
"el_observador","07-2013",4.009803645555703,4.15215014001715,0.6884575650662293,1.0281186396616795,2.040517028845447,3.409951437032201,0.9093914754098772,1.783752503380387,0.5357256692525288,1.4463156296342923,3.1995717910352743,3.1181350321525323,1.0556225375483366
"el_observador","08-2013",3.8541614033194804,3.946806695389067,2.0630555231397514,1.0269651782110494,1.3102892631802465,2.5886555793260606,0.4541856078571021,0.7636076936417908,0.5351246307305552,1.0835197401140222,2.840873017154564,3.3671748654225526,0.7029588127129411
"el_observador","09-2013",3.121792716074353,3.0329611182108644,1.558951715017623,0.6208225063759637,1.0267937046055367,2.6081631571657447,0.0,0.512908056467759,0.5391572202613054,1.819474871304255,2.9815429728206264,1.6114608723875115,1.0623842493562952
"el_observador","10-2013",3.9538753049029793,3.8180855248341676,1.7989658234801569,1.367679416987152,1.8003982515779962,3.1105162137248272,1.728199666182698,1.2106527764722808,1.7816547203867896,1.7178535426686208,2.477215668403425,3.122991800208612,0.501523976839489
"el_observador","11-2013",4.335794043863514,4.7289402957299504,1.76136988150565,0.42085898644235187,1.3424189615877313,3.2104758104398345,0.4653227262106862,0.7823321734858807,0.274123230378066,2.590207215255973,2.182900703411294,3.10476744487583,1.2603432046322636
"el_observador","12-2013",4.353444372143469,4.554259672738445,0.5402086240575495,0.6453830520649462,1.6773664267390769,3.1394526649884247,0.0,1.8661977816408202,1.9617044336103666,0.7565822653257332,2.3556174844880986,2.9977484338499494,0.9203446265150826
"el_observador","01-2014",3.4038124783939914,3.3301626273121414,1.4264285343576342,0.7303470442915814,1.3805017690086598,3.3912692562867583,0.0,0.6033944955077272,0.0,2.1404637892027893,2.9463353909075316,1.995528721218951,0.624904210503459
"el_observador","02-2014",2.599951286443381,2.3014382867417664,0.20395631724621768,0.0,0.8635791900187268,1.9395876390373752,0.0,0.6039298943502363,0.0,0.4284726094446755,2.3872450017341795,1.7975694390252694,0.6254586951622908
