"newspaper","date","epu_news_rel","eu_news_rel","pol_impositiva_rel","pol_gasto_gub_rel","pol_fiscal_rel","pol_monetaria_rel","pol_salud_rel","pol_seguridad_nacional_rel","pol_regulacion_financiera_rel","pol_regulacion_rel","pol_deuda_crisis_rel","pol_prog_derechos_rel","pol_comercial_rel"
"la_diaria","04-2012",0.040697674418604654,0.046511627906976744,0.01744186046511628,0.0,0.0,0.01744186046511628,0.0,0.0,0.011627906976744186,0.0,0.023255813953488372,0.040697674418604654,0.011627906976744186
"la_diaria","05-2012",0.04081632653061224,0.04081632653061224,0.01020408163265306,0.00510204081632653,0.015306122448979591,0.015306122448979591,0.01020408163265306,0.0,0.00510204081632653,0.00510204081632653,0.015306122448979591,0.025510204081632654,0.015306122448979591
"la_diaria","06-2012",0.041884816753926704,0.04712041884816754,0.015706806282722512,0.0,0.005235602094240838,0.020942408376963352,0.0,0.010471204188481676,0.015706806282722512,0.015706806282722512,0.010471204188481676,0.02617801047120419,0.020942408376963352
"la_diaria","07-2012",0.06989247311827956,0.06989247311827956,0.005376344086021506,0.005376344086021506,0.026881720430107527,0.053763440860215055,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.026881720430107527,0.016129032258064516,0.053763440860215055,0.005376344086021506
"la_diaria","08-2012",0.05339805825242718,0.05339805825242718,0.024271844660194174,0.0048543689320388345,0.024271844660194174,0.024271844660194174,0.0048543689320388345,0.0048543689320388345,0.0048543689320388345,0.009708737864077669,0.014563106796116505,0.043689320388349516,0.014563106796116505
"la_diaria","09-2012",0.05813953488372093,0.06976744186046512,0.011627906976744186,0.005813953488372093,0.011627906976744186,0.03488372093023256,0.0,0.005813953488372093,0.011627906976744186,0.01744186046511628,0.01744186046511628,0.040697674418604654,0.005813953488372093
"la_diaria","10-2012",0.02,0.03,0.0,0.0,0.005,0.01,0.0,0.01,0.005,0.0,0.0,0.01,0.0
"la_diaria","11-2012",0.05583756345177665,0.06598984771573604,0.01015228426395939,0.0,0.01015228426395939,0.025380710659898477,0.0,0.005076142131979695,0.01015228426395939,0.01015228426395939,0.005076142131979695,0.04060913705583756,0.01015228426395939
"la_diaria","12-2012",0.05747126436781609,0.05747126436781609,0.011494252873563218,0.017241379310344827,0.005747126436781609,0.034482758620689655,0.005747126436781609,0.011494252873563218,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.040229885057471264,0.0
"la_diaria","01-2013",0.053475935828877004,0.053475935828877004,0.0053475935828877,0.0,0.0053475935828877,0.0106951871657754,0.0,0.0,0.0,0.016042780748663103,0.0213903743315508,0.0427807486631016,0.0213903743315508
"la_diaria","02-2013",0.027932960893854747,0.027932960893854747,0.0111731843575419,0.0,0.00558659217877095,0.00558659217877095,0.0,0.0,0.0,0.0,0.0111731843575419,0.01675977653631285,0.0
"la_diaria","03-2013",0.04597701149425287,0.05172413793103448,0.005747126436781609,0.005747126436781609,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.022988505747126436,0.0,0.034482758620689655,0.0
"la_diaria","04-2013",0.042105263157894736,0.05263157894736842,0.010526315789473684,0.015789473684210527,0.015789473684210527,0.031578947368421054,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.021052631578947368,0.03684210526315789,0.005263157894736842
