"date","epu_uruguay","Tema_std 0","Tema_std 1","Tema_std 2","Tema_std 3","Tema_std 4","Tema_std 5","Tema_std 6","Tema_std 7","Tema_std 8"
"1-2002",129.98891352549887,163.8586956521739,96.51860744297718,91.08761329305138,143.31550802139037,47.6303317535545,29.088277858176554,357.3333333333333
"2-2002",74.27937915742794,273.09782608695656,72.38895558223288,91.08761329305138,35.82887700534759,95.260663507109,58.17655571635311,59.55555555555556
"3-2002",77.99334811529933,491.57608695652175,0.0,60.72507552870092,35.82887700534759,47.6303317535545,58.17655571635311,59.55555555555556
"4-2002",103.9911308203991,327.7173913043478,168.9075630252101,151.8126888217523,35.82887700534759,95.260663507109,29.088277858176554,89.33333333333333
"5-2002",122.5609756097561,491.57608695652175,144.77791116446576,182.17522658610275,35.82887700534759,142.89099526066352,29.088277858176554,59.55555555555556
"6-2002",204.2682926829268,600.8152173913044,265.42617046818725,425.0755287009064,71.65775401069519,285.78199052132703,58.17655571635311,119.11111111111111
"7-2002",204.2682926829268,327.7173913043478,193.03721488595437,425.0755287009064,71.65775401069519,285.78199052132703,116.35311143270621,178.66666666666666
"8-2002",152.27272727272725,710.054347826087,72.38895558223288,121.45015105740184,71.65775401069519,47.6303317535545,116.35311143270621,148.88888888888889
"9-2002",122.5609756097561,546.1956521739131,0.0,212.5377643504532,0.0,190.521327014218,145.44138929088277,59.55555555555556
"10-2002",96.56319290465632,163.8586956521739,72.38895558223288,121.45015105740184,35.82887700534759,47.6303317535545,261.79450072358895,29.77777777777778
"11-2002",81.70731707317073,109.23913043478261,48.25930372148859,91.08761329305138,71.65775401069519,142.89099526066352,29.088277858176554,119.11111111111111
"12-2002",81.70731707317073,218.47826086956522,96.51860744297718,30.36253776435046,35.82887700534759,142.89099526066352,87.26483357452965,59.55555555555556
"1-2003",85.42128603104213,382.3369565217391,24.129651860744296,151.8126888217523,35.82887700534759,0.0,145.44138929088277,0.0
"2-2003",74.27937915742794,218.47826086956522,48.25930372148859,0.0,0.0,95.260663507109,145.44138929088277,119.11111111111111
"3-2003",141.13082039911308,436.95652173913044,72.38895558223288,151.8126888217523,143.31550802139037,142.89099526066352,261.79450072358895,29.77777777777778
"4-2003",126.27494456762749,109.23913043478261,120.64825930372147,303.6253776435046,71.65775401069519,142.89099526066352,174.5296671490593,119.11111111111111
"5-2003",100.27716186252772,163.8586956521739,96.51860744297718,121.45015105740184,143.31550802139037,47.6303317535545,174.5296671490593,0.0
"6-2003",51.99556541019955,109.23913043478261,0.0,151.8126888217523,0.0,0.0,0.0,59.55555555555556
"7-2003",44.56762749445676,163.8586956521739,24.129651860744296,30.36253776435046,0.0,47.6303317535545,29.088277858176554,59.55555555555556
"8-2003",85.42128603104213,54.619565217391305,144.77791116446576,121.45015105740184,35.82887700534759,0.0,0.0,29.77777777777778
"9-2003",55.709534368070955,163.8586956521739,72.38895558223288,91.08761329305138,35.82887700534759,47.6303317535545,29.088277858176554,29.77777777777778
"10-2003",51.99556541019955,54.619565217391305,48.25930372148859,182.17522658610275,0.0,0.0,87.26483357452965,29.77777777777778
"11-2003",48.28159645232816,54.619565217391305,48.25930372148859,0.0,71.65775401069519,47.6303317535545,0.0,29.77777777777778
"12-2003",63.13747228381374,109.23913043478261,72.38895558223288,151.8126888217523,0.0,0.0,0.0,29.77777777777778
"1-2004",44.56762749445676,54.619565217391305,72.38895558223288,60.72507552870092,35.82887700534759,0.0,29.088277858176554,29.77777777777778
"2-2004",85.42128603104213,163.8586956521739,48.25930372148859,91.08761329305138,35.82887700534759,142.89099526066352,58.17655571635311,89.33333333333333
"3-2004",70.56541019955654,109.23913043478261,96.51860744297718,151.8126888217523,0.0,95.260663507109,58.17655571635311,29.77777777777778
"4-2004",63.13747228381374,0.0,120.64825930372147,0.0,71.65775401069519,0.0,116.35311143270621,0.0
"5-2004",70.56541019955654,0.0,48.25930372148859,182.17522658610275,0.0,95.260663507109,29.088277858176554,89.33333333333333
"6-2004",66.85144124168515,109.23913043478261,96.51860744297718,151.8126888217523,35.82887700534759,0.0,58.17655571635311,0.0
"7-2004",89.13525498891352,0.0,96.51860744297718,182.17522658610275,71.65775401069519,142.89099526066352,58.17655571635311,89.33333333333333
"8-2004",77.99334811529933,109.23913043478261,120.64825930372147,121.45015105740184,0.0,0.0,29.088277858176554,59.55555555555556
"9-2004",59.42350332594235,109.23913043478261,72.38895558223288,91.08761329305138,35.82887700534759,0.0,29.088277858176554,0.0
"10-2004",100.27716186252772,54.619565217391305,144.77791116446576,121.45015105740184,35.82887700534759,47.6303317535545,29.088277858176554,148.88888888888889
"11-2004",96.56319290465632,109.23913043478261,120.64825930372147,91.08761329305138,107.48663101604278,95.260663507109,145.44138929088277,89.33333333333333
"12-2004",55.709534368070955,0.0,0.0,30.36253776435046,71.65775401069519,95.260663507109,58.17655571635311,89.33333333333333
"1-2005",59.42350332594235,163.8586956521739,120.64825930372147,30.36253776435046,0.0,0.0,29.088277858176554,59.55555555555556
"2-2005",51.99556541019955,109.23913043478261,72.38895558223288,30.36253776435046,0.0,47.6303317535545,29.088277858176554,59.55555555555556
"3-2005",66.85144124168515,54.619565217391305,48.25930372148859,151.8126888217523,0.0,0.0,58.17655571635311,59.55555555555556
"4-2005",51.99556541019955,109.23913043478261,48.25930372148859,60.72507552870092,35.82887700534759,142.89099526066352,58.17655571635311,29.77777777777778
"5-2005",77.99334811529933,109.23913043478261,72.38895558223288,30.36253776435046,0.0,142.89099526066352,87.26483357452965,89.33333333333333
