"newspaper","date","epu_news_std","epu_cat2_news_std","epu_cat3_news_std","epu_cat4_news_std","epu_cat5_news_std","epu_cat6_news_std","epu_cat7_news_std","epu_cat8_news_std","epu_cat9_news_std","epu_cat10_news_std","epu_cat11_news_std","epu_cat12_news_std","epu_cat13_news_std","epu_cat14_news_std"
"la_republica_fake","10-2011",2.419515708590953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.419515708590953,0.0,0.0,1.3611149752418135,0.0
"la_republica_fake","11-2011",2.864974267737715,1.8527639577598027,0.0,2.1644645855677993,2.661997551221499,0.0,2.9435724970441957,4.554377376777506,0.0,2.864974267737715,3.8015893386605697,1.733797801812306,2.930383108302603,3.2422954415756826
"la_republica_fake","12-2011",5.793779996794147,0.5423010695411232,0.0,1.2670706970752448,3.116649831398377,0.0,0.5743859983650261,1.3330590290123365,3.7990552156046307,5.793779996794147,3.709063883857191,2.368239367808809,5.317854603270159,1.898029458497003
"la_republica_fake","01-2012",3.5113442838324436,1.387691607680372,0.0,0.0,3.6552909781327436,0.0,1.9597247710260841,0.0,0.9258461126575054,3.5113442838324436,4.429182704524834,1.7314503907619236,3.950661093857839,2.1586037708333095
"la_republica_fake","02-2012",1.465739170362068,0.0,0.0,0.0,0.0,0.0,1.8406062002541528,0.0,1.1594268206321354,1.465739170362068,1.848872129287918,0.3613793541925955,0.9161794594286198,0.6757988916316898
"la_republica_fake","03-2012",2.7239043824224525,1.3211510974899754,0.0,2.0578874430456415,2.2145568697581277,1.7349407647578912,0.932877491544126,1.0825305340007374,0.0,2.7239043824224525,2.6104007225909074,1.6484264741128603,2.6467878984916213,1.541323226157659
"la_republica_fake","04-2012",2.0393794826127567,0.604475714456666,0.0,0.0,0.0,0.0,0.6402391701520992,0.0,1.2098901960524302,2.0393794826127567,1.378102292303627,1.8855408979369497,1.7209001438566878,0.7052126438152346
"la_republica_fake","05-2012",1.0890563903748396,0.8607953484779733,0.0,0.0,1.545957257638084,0.0,0.4558619034643065,0.0,1.292195651566201,1.0890563903748396,1.5699741307332025,0.5370157296618615,1.225312120569161,0.5021241953695775
"la_republica_fake","06-2012",2.8443818072567617,1.0116958063692851,0.0,0.0,3.633938025209094,0.0,1.071552203049945,0.0,1.0124814018490278,2.8443818072567617,2.306495160231004,1.2623129588557465,3.2002525624578024,3.5408900173322824
"la_republica_fake","07-2012",1.8070505072733019,0.714150655959255,0.0,0.0,1.2825887030864453,0.0,0.0,0.0,0.0,1.8070505072733019,1.7909568502738527,1.1138249535053972,1.807232926993311,1.2497476576642055
"la_republica_fake","08-2012",2.124165714972597,1.133291708793369,0.0,0.0,1.085520452112438,2.2323646262149026,1.2003422566451785,0.0,0.0,2.124165714972597,2.411465683003127,2.356717637138355,2.031438515680451,0.0
"la_republica_fake","09-2012",1.3411308760154323,2.1200724406509934,2.454285773685895,0.0,0.7615146578424518,2.0880655372311074,0.0,2.6057312698658763,0.5304296763953098,1.3411308760154323,2.175032808094971,0.0,1.5089245443807011,0.0
"la_republica_fake","10-2012",1.82560242281256,1.4984634816267877,0.0,0.0,0.7176496322298895,0.0,1.0580794706724166,2.455635053443778,0.0,1.82560242281256,1.5942467570965118,1.55805221566369,1.10600541409269,1.1654566850420194
