"newspaper","date","epu_news_std","epu_cat2_news_std","epu_cat3_news_std","epu_cat4_news_std","epu_cat5_news_std","epu_cat6_news_std","epu_cat7_news_std","epu_cat8_news_std","epu_cat9_news_std","epu_cat10_news_std","epu_cat11_news_std","epu_cat12_news_std","epu_cat13_news_std"
"la_republica","05-2013",4.058922929851089,4.057631516708517,0.6880623245517151,1.7958418032146024,1.3815055927009046,0.12138735566586747,0.45904487453670334,1.1055194831289696,4.058922929851089,2.3549083282545156,3.7859083477399764,2.9979929491001327,1.122065435260572
"la_republica","06-2013",3.9749699057876096,4.077367078560211,2.0742267935659195,3.609152884670592,0.9799235137972313,0.24395552218451574,0.12580297720102968,0.370298841138854,3.9749699057876096,3.219804253942303,2.510852717239456,3.5397751865700524,1.8792049199483962
"la_republica","07-2013",2.172167781902788,1.9482750418764156,0.0,1.269460252774191,0.4978595589410812,0.26695619489655953,0.0,0.5644016552212187,2.172167781902788,1.4554387358423566,0.8563890488792837,1.7307186257367864,0.7050447655864786
"la_republica","08-2013",2.327897871952967,2.405565474817381,0.0,1.085138518424942,0.785671159898781,0.09779784614806272,0.0,0.44534055351835133,2.327897871952967,1.9905815940515976,1.6470989688311297,2.355000817764144,1.1049031189276726
"la_republica","09-2013",2.7473072167990185,2.4957959773792697,0.0,0.7317966795742343,0.8941077267901364,0.19785899550744157,0.0,0.3378703035716644,2.7473072167990185,1.9821525410738272,1.666158102198275,2.473876371105083,1.5241204400054844
"la_republica","10-2013",3.6451348442932883,3.6670765115930384,2.333256893760925,1.9030617385316826,2.1356998042463524,0.2058155739070022,0.6368098181173172,0.7029144190021905,3.6451348442932883,2.6509648997361723,3.5305110016716745,3.399375858196418,3.1708209400196163
"la_republica","11-2013",3.7997929385087836,3.285037690287816,0.6281647205142923,0.4098772829696607,1.3354326630802746,0.22164054512212303,0.34288677126643885,0.37848043285646016,3.7997929385087836,2.8195507812341543,2.281181257907345,3.250199271541555,1.3658489846801247
"la_republica","12-2013",3.566610569842678,3.227223990567021,0.0,0.0,1.37811319678019,0.23525917148750675,0.28307636771063466,0.40173603168582045,3.566610569842678,2.7683373178179758,1.0272383963417548,3.1593881839655027,0.36244327536715787
"la_republica","01-2014",2.615909776356146,2.6927896897809274,1.3081626648992424,1.9916766992399986,1.5450327794226284,0.19232076442153542,0.7934077335132425,0.3940956531690963,2.615909776356146,1.6514318662211278,2.0154039211662163,2.2443218918844425,0.7111003648001047
"la_republica","02-2014",2.5434785138519826,2.154573871096948,0.5062452857990896,0.3303248900855919,1.1659275141013352,0.0,0.09211215139790492,0.25418483486294197,2.5434785138519826,1.8320490583007099,1.3370404523813317,2.067926493336296,0.275188412778768
"la_republica","03-2014",4.016542361679213,4.351154811763563,0.7110053830562738,2.1650103499574507,1.4275711343048028,0.2508699001057174,0.25873716684759956,0.42839340757961114,4.016542361679213,2.9520315913244035,3.599175582552348,3.8724492119295233,1.9324668133113883
"la_republica","04-2014",4.250473103964629,4.099466178827073,1.4170494392993955,2.1574567335179915,2.2175674001382433,0.24999462715303095,0.5156688907632172,0.14229958789735325,4.250473103964629,2.5839538679533844,3.430678309781905,3.5116339657035196,1.6689612593580574
"la_republica","05-2014",2.8201524496512533,2.717409092123374,2.0638539865647023,1.3466640784389545,1.2187788822998311,0.2831914724374537,0.6675939245047705,0.6908382154816658,2.8201524496512533,2.740516712412699,2.346884523691123,2.8101649911058173,2.119115030231855
"la_republica","06-2014",1.9118458387304793,1.7825871929442854,0.0,0.3372099944354128,0.579855370561304,0.09117290722455726,0.09403208475229653,0.06919544510859342,1.9118458387304793,1.507786556588601,1.3649089639918006,1.9984409555185203,1.5919042744070855
"la_republica","07-2014",1.1756087497823318,1.1556474653322022,1.1757955025011113,1.5344123926556528,0.39346437200442086,0.20743281787070486,0.19016702224083595,0.18366904196548064,1.1756087497823318,0.92358362128888,1.2076494408605578,1.174048589765123,0.14203272917613832
"la_republica","08-2014",6.1356103655195104,6.388083937929158,0.31631881676097984,0.7567924050559088,6.668669519906703,6.287328405304894,6.292649616459278,6.331747630091891,6.1356103655195104,6.602134377700922,0.59176089447852,6.512229076585032,0.5731561067221336
"la_republica","09-2014",3.0410117726157537,3.1424715907234018,1.4483308838755409,1.890070894264579,1.0263488254544613,0.5110265446880942,0.5270523099853632,0.8726451549201928,3.0410117726157537,2.9254096159651564,3.8251753339651344,3.076417267967322,3.149176008488153
"la_republica","10-2014",5.6138737362156235,5.2303966831513815,0.8705062844604062,1.7040152321377993,2.159072138789001,0.30714792015392794,0.31678006261520764,0.6993273888990972,5.6138737362156235,4.542252280065515,4.3107887212417095,5.120454460707398,2.8391759819330575
