"newspaper","date","epu_uruguay","eu_uruguay","pol_impositiva","pol_gasto_gub","pol_fiscal","pol_monetaria","pol_salud","pol_reg_financiera","pol_regulacion","pol_deuda_crisis","pol_prog_derechos","pol_comercial","otras_politicas","autoridades_intls"
"EPU Final","12-2010",91.02000262805215,90.23917579988898,64.61404286112533,169.934848091151,223.87085901560903,67.65988074530873,0.0,70.77444351224287,116.21805565263513,85.38089738260393,85.84749514680934,168.24843301164137,92.4208321558422,28.31000582084659
"EPU Final","01-2011",44.45911061450333,41.13919824166475,31.561006326840904,110.67387373325668,31.24305175301989,39.658510683795946,0.0,0.0,0.0,27.803110316389876,65.22845334984555,41.090834311160755,52.66724377212638,0.0
"EPU Final","02-2011",84.31520867672823,78.0191064687587,193.37571345203963,56.5086525654405,63.80919713176922,134.99416052456687,0.0,211.8124466807692,231.8768328853827,42.587728651140026,104.67225065943178,125.88270030069748,99.8816572733314,0.0
"EPU Final","03-2011",156.9851031398591,145.262493778993,173.35406926373528,0.0,114.40510063832305,205.72923704447155,0.0,253.17587817235457,0.0,152.71320127190504,145.01733182191103,225.69823229063795,137.75408761796155,75.95337627258195
"EPU Final","04-2011",89.81232364988499,88.29984157611794,83.68070232264441,97.81339444480246,165.67535815054114,93.46701060226573,251.18319839297297,244.42385906019072,0.0,73.7170346831062,98.8265208603836,72.63202866162693,99.74405719442987,24.442583118123693
"EPU Final","05-2011",96.22462698945732,94.60415868998625,29.88507604888728,52.3984739094089,88.75201582317028,125.17530815263275,0.0,261.87491548572865,0.0,171.12373966709754,88.2353400958579,116.72657350506442,92.61672637839476,52.37540568194109
"EPU Final","06-2011",190.2173938572725,191.54379474269504,305.81029874683287,194.97713579242065,165.12517016166427,232.8915446824824,250.3490491247522,548.1273526807453,100.00831439099734,159.18983005145935,164.16388306751145,180.97706601968272,198.8256382929233,170.5298856232067
"EPU Final","07-2011",210.84542983656357,220.7720568581393,193.0041943099608,241.7146563009167,382.11963008592625,242.5226503487464,0.0,543.6141591634068,0.0,352.1918078736106,203.51522967766311,394.8712451589603,223.48034486098774,193.28659387934124
"EPU Final","08-2011",291.5532556484391,305.41356968680793,246.0212648285745,479.285632779532,405.90462746882577,354.9409727621041,0.0,299.41922734873367,0.0,421.4157149384237,234.05414357100847,249.12785830938037,241.11463425800184,191.62985164608975
"EPU Final","09-2011",219.10004622372813,233.92973501438502,223.3345741577537,342.6322885439339,138.17789874928764,292.3279132659963,0.0,366.94144577127,100.4251893988798,368.8924557610212,156.60577515387794,181.73145145536293,192.9992763204379,171.24072299554183
"EPU Final","10-2011",211.00803327608344,205.26423842526333,161.3146256737609,188.55877965633937,159.68949615393387,259.0088682501466,0.0,235.59280835147248,96.71619003127765,284.2145327565443,158.75985319535727,245.02739978240942,185.87124202839445,282.7136510635808
