"Newspaper","Date","EPU Uruguay","Política impositiva","Política de gasto gubernamental","Política fiscal","Política monetaria","Política de salud","Política de seguridad nacional","Política de regulación financiera","Política de regulación","Política de deuda soberana y crisis monetaria","Política de programas de derechos","Política comercial","Otras políticas","Autoridades"
"la_republica_fake","10-2011",127.2129281641165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.2129281641165,0.0,0.0,74.9436441973393,0.0
"la_republica_fake","11-2011",150.63418039389825,184.79255074479175,0.0,368.34746335843585,202.66359754373,0.0,282.70580723591524,949.1902061001235,0.0,150.63418039389825,193.42520668337707,132.8873904819039,161.34830122746044,292.63098194759186
"la_republica_fake","12-2011",304.624481632359,54.088486281491434,0.0,215.62943569300177,237.27725325119877,0.0,55.16502735905055,277.82646667438536,617.6224717338387,304.624481632359,188.7175032402896,181.5143318878747,292.80362829735077,171.30524784487602
"la_republica_fake","01-2012",184.61892458586038,138.40676830763442,0.0,0.0,278.2851619670335,0.0,188.21536548173216,0.0,150.51725549971695,184.61892458586038,225.35721345509805,132.70747254190675,217.52529708943408,194.82319007540733
"la_republica_fake","02-2012",77.06541070369418,0.0,0.0,0.0,0.0,0.0,176.77501137437358,0.0,188.49109005101892,77.06541070369418,94.07077984510873,27.698016056135508,50.445281021267725,60.99373015839941
"la_republica_fake","03-2012",143.21702946447456,131.77009418924825,0.0,350.2102203830656,168.598976353085,360.83903464423304,89.59517204486168,225.6131399908002,0.0,143.21702946447456,132.8174230074737,126.34408252056244,145.73341278178148,139.11099012924967
"la_republica_fake","04-2012",107.22618361179246,60.28971400803185,0.0,0.0,0.0,0.0,61.48968017728564,0.0,196.69505469230532,107.22618361179246,70.11796829522436,144.51778016550531,94.75358836415192,63.64844665149322
"la_republica_fake","05-2012",57.26024090833816,85.85474012935147,0.0,0.0,117.69705022380893,0.0,43.781767745278216,0.0,210.07567065776826,57.26024090833816,79.88042465197442,41.15971244623009,67.4662738012329,45.31884863621059
"la_republica_fake","06-2012",149.55147314525985,100.90537861219899,0.0,0.0,276.65951574669685,0.0,102.91373182174073,0.0,164.60178399776566,149.55147314525985,117.35468072389935,96.75031015640343,176.20744297508855,319.5804149904409
"la_republica_fake","07-2012",95.01082615601761,71.22856680045902,0.0,0.0,97.64623585666754,0.0,0.0,0.0,0.0,95.01082615601761,91.12404525189568,85.36940776499122,99.50711286402577,112.79505240622062
