"newspaper","date","epu_news_std","pol_impositiva_std","pol_gasto_gub_std","pol_fiscal_std","pol_monetaria_std","pol_salud_std","pol_reg_financiera_std","pol_regulacion_std","pol_deuda_crisis_std","pol_prog_derechos_std","pol_comercial_std","otras_politicas_std","autoridades_intls_std"
"busqueda","06-2016",5.849364166296503,6.005594660880169,1.733018548077517,3.3703416184721195,4.070561744846645,2.1676285665674278,1.9833898917534718,1.1697820287486418,5.849364166296503,3.6752132656758834,3.1820111038422705,4.434850358106571,0.8693424669650729
"busqueda","07-2016",5.990375623876866,6.108815819114046,1.6788617184500947,2.285512910026406,2.9903788234928093,1.4699231217035367,0.3842817915272352,0.39662921912258636,5.990375623876866,3.894146868416341,5.93395351943086,4.318293393566591,1.17904572082138
"busqueda","08-2016",5.788676429535246,5.9154268639465615,2.4010536308560013,2.0429165676213685,4.11225278692608,1.313897762416569,2.0609526249505348,0.3545289109475632,5.788676429535246,3.8984978705039572,2.893141380728098,5.10061789503476,1.4754538629273135
"busqueda","09-2016",5.265107118327283,5.297618054516246,1.7471081297692044,1.9820166157410566,3.8899236728361744,1.9120951176631373,0.4998787532061596,1.0318808952782736,5.265107118327283,3.4445786933633977,3.1577579704288383,4.2129691644552105,1.2269744086596477
"busqueda","10-2016",5.756517116037829,5.801344557563196,1.8367034184753175,0.34727641557856126,3.145697644699865,2.010151277543298,1.0510271221257714,0.0,5.756517116037829,2.7691711064293982,2.950839356981935,3.5853962242066935,1.6123702165078702
"busqueda","11-2016",6.336310206861783,6.445752902662303,1.5460021579972096,0.8769354091228416,4.2365079071065805,1.1279985586214192,0.4423387528371052,1.8262064765356496,6.336310206861783,4.30317236682554,3.104750042867683,5.32574724797524,3.5286548191488785
"busqueda","12-2016",6.095135769922407,5.9319966870948715,1.8058344534589252,2.048639022992857,3.092828776721716,1.3175781483056912,0.5166814003727531,0.5332829836942338,6.095135769922407,2.932063524454657,3.6265567727614116,4.354581573344461,2.5364344918510358
"busqueda","01-2017",7.229114517814947,7.576825822156956,4.581080037941343,5.354517756478747,6.276764137563917,1.2154403073517617,0.0,0.9838864350327724,7.229114517814947,5.0231475884068155,5.352685345223044,5.929882400910934,5.849529157563436
"busqueda","02-2017",7.169947657922117,6.78757313234894,4.79674776700027,3.990578096871502,4.27196974784687,2.099890173862195,2.7448699394802514,2.833065850875617,7.169947657922117,5.785589633075707,7.706433142118,6.609632745254986,5.3899232951834515
"busqueda","03-2017",6.476081755542557,6.60895278676081,3.1810011507475475,3.2077374175809203,3.8741749939987806,2.0630499953733845,2.427042893856222,1.6700177647266794,6.476081755542557,3.115317494733073,4.8266607574317995,5.681964991534988,3.2268619727743033
"busqueda","04-2017",6.095135769922407,6.3883041245637076,1.0534034311843732,1.593385906772222,3.2474702155578017,0.7685872531783199,0.0,0.622163480976606,6.095135769922407,4.153756659644097,3.807884611399482,5.0803451689018715,2.9591735738262086
"busqueda","05-2017",5.965845011166477,5.759152960780919,2.930376817658347,1.9700043938274745,4.684229765471253,2.375633328005716,1.8631844437684129,1.923050759382237,5.965845011166477,4.078233811286932,3.1386200433353304,5.383846308862243,2.286634125229343
"busqueda","06-2017",6.476081755542557,5.656310943624117,4.924661040786944,4.401728567458263,4.907288325731789,1.9598974956047157,2.5618786101815676,2.6441947941505757,6.476081755542557,4.984507991572917,4.31560255958608,5.552091506014189,1.886473153314208
"busqueda","07-2017",3.5906987951523095,3.4945921077440087,0.5319165840633964,0.4022905012147689,1.8220129922271495,0.7761970279622636,0.6087632341025507,0.6283235154417209,3.5906987951523095,0.9870312854599835,3.8455864392351202,2.1988481211937376,1.8677952013011963
"busqueda","08-2017",4.571351827441806,4.334920655953945,1.8058344534589252,1.0243195114964285,3.4021116543938876,0.0,0.5166814003727531,1.0665659673884675,4.571351827441806,3.5603628511235117,3.26390109548527,3.317776436833875,0.6341086229627589
"busqueda","09-2017",6.848270362182935,7.177663542254051,3.0875617810576452,2.3351345185454977,5.0765051645501265,1.8022045936595086,3.5336256692159553,5.835464373297822,6.848270362182935,4.010523671380508,4.4644164409511164,5.956266749747022,1.734687957070536
"busqueda","10-2017",7.064816460591881,6.699422831928824,1.3954175322182607,1.5830392450399349,5.257808920426917,1.0181285691453068,0.7985076187578912,4.120823055819079,7.064816460591881,4.8550402515320625,3.9232750541691632,6.0888738016894415,2.449965134174296
"busqueda","11-2017",4.190405841821655,4.391959085637549,2.3701577201648396,1.1950394300791665,2.9768476975946516,1.7293213196512198,1.3562886759784771,2.7997356643947273,4.190405841821655,2.932063524454657,2.2212660233163644,3.265936180008346,1.9419576578234494
"busqueda","12-2017",6.2062450157282845,6.221942037986528,3.9173440097168877,2.5394587889182287,4.983964705821348,4.899743739011789,0.6404696525453919,1.3220973970752878,6.2062450157282845,3.894146868416341,2.6972515997413,4.883784195105073,1.5720609610951732
"busqueda","01-2018",4.5269697708647,4.481116242715805,3.6511167469205943,1.183437105515291,4.287921838018068,0.76112524101154,2.387770355120684,0.0,4.5269697708647,3.38752970301072,3.35192431812511,4.072731633322166,1.831527333314765
"busqueda","02-2018",3.4749706980960067,3.642112412479919,1.9654966459903547,0.49550415393526415,3.141861428059987,0.0,0.0,0.7739106714587051,3.4749706980960067,2.1275338988420986,2.6314649753573653,2.708337320006921,1.3803462097421033
"busqueda","03-2018",5.112696122796756,4.28688829411512,2.8275565784422647,1.0692458058603067,4.358446868248628,1.0315249976866923,0.0,0.8350088823633397,5.112696122796756,3.279281573403235,4.542739536406399,4.220888279425991,1.4893209105112168
"busqueda","04-2018",5.756517116037829,5.759152960780919,2.1706494945617387,2.8729230743317333,4.089406938109824,1.5837555520038107,0.6210614812561377,1.282033839588158,5.756517116037829,3.5243995900010523,3.0514361532426824,5.234295022504959,2.6677398127675667
