"date","epu_index_rel","Tema_std 0","Tema_std 1","Tema_std 2","Tema_std 3","Tema_std 4","Tema_std 5","Tema_std 6","Tema_std 7","Tema_std 8"
"1-2002",2.790084117076239,1.3447824818373197,1.7331708387567908,2.31085268641819,5.874255892295355,0.7410793321837125,0.0,1.3366707204132522,0.36481592280304387,0.4082061932028982
"2-2002",1.5943337811864224,1.3447824818373197,1.0399025032540745,0.6602436246909115,1.0680465258718825,0.2470264440612375,0.0,1.3366707204132522,0.36481592280304387,1.6328247728115928
"3-2002",1.6740504702457435,1.3447824818373197,0.6932683355027163,1.320487249381823,0.5340232629359413,0.0,2.9962571091060344,0.4455569068044174,1.0944477684091316,1.2246185796086946
"4-2002",2.2320672936609913,2.0171737227559796,1.7331708387567908,1.6506090617272786,1.602069788807824,0.7410793321837125,0.0,0.4455569068044174,1.0944477684091316,0.8164123864057964
"5-2002",2.630650738957597,3.0257605841339696,1.0399025032540745,1.320487249381823,1.0680465258718825,0.494052888122475,0.9987523697020114,0.8911138136088348,1.4592636912121755,2.449237159217389
"6-2002",4.384417898262662,3.0257605841339696,5.892780851773089,1.320487249381823,1.0680465258718825,0.7410793321837125,2.9962571091060344,1.7822276272176696,2.188895536818263,2.8574433524202876
"7-2002",4.384417898262662,4.7067386864306195,2.079805006508149,0.9903654370363673,1.602069788807824,0.7410793321837125,2.9962571091060344,3.564455254435339,4.0129751508334826,1.6328247728115928
"8-2002",3.268384251432166,4.370543065971289,2.079805006508149,1.6506090617272786,1.0680465258718825,0.494052888122475,1.9975047394040228,3.118898347630922,1.4592636912121755,0.0
"9-2002",2.630650738957597,3.3619562045932994,0.34663416775135814,0.9903654370363673,1.0680465258718825,1.482158664367425,0.0,0.8911138136088348,2.553711459621307,0.8164123864057964
"10-2002",2.072633915542349,1.6809781022966497,1.3865366710054325,1.9807308740727345,0.0,0.494052888122475,0.0,0.8911138136088348,1.8240796140152193,0.8164123864057964
"11-2002",1.7537671593050648,1.3447824818373197,0.34663416775135814,0.9903654370363673,0.5340232629359413,0.98810577624495,0.9987523697020114,0.4455569068044174,1.4592636912121755,1.2246185796086946
"12-2002",1.7537671593050648,0.33619562045932994,0.34663416775135814,1.9807308740727345,1.0680465258718825,0.494052888122475,0.0,0.8911138136088348,1.0944477684091316,2.041030966014491
"1-2003",1.8334838483643858,2.0171737227559796,0.34663416775135814,0.9903654370363673,0.0,0.7410793321837125,1.9975047394040228,0.4455569068044174,1.4592636912121755,1.2246185796086946
"2-2003",1.5943337811864224,0.6723912409186599,0.6932683355027163,0.33012181234545573,1.602069788807824,0.2470264440612375,0.0,1.3366707204132522,2.553711459621307,0.4082061932028982
"3-2003",3.0292341842542028,3.6981518250526295,1.0399025032540745,1.9807308740727345,0.0,1.2351322203061874,1.9975047394040228,0.8911138136088348,2.553711459621307,0.8164123864057964
"4-2003",2.710367428016918,3.0257605841339696,0.6932683355027163,0.6602436246909115,2.6701163146797064,1.2351322203061874,0.9987523697020114,1.3366707204132522,2.188895536818263,0.4082061932028982
"5-2003",2.1523506046016703,2.3533693432153098,0.34663416775135814,0.9903654370363673,0.5340232629359413,1.2351322203061874,1.9975047394040228,0.4455569068044174,2.188895536818263,0.4082061932028982
"6-2003",1.1160336468304957,1.3447824818373197,0.6932683355027163,1.320487249381823,0.0,0.2470264440612375,0.9987523697020114,0.0,0.0,0.8164123864057964
"7-2003",0.9566002687118534,1.0085868613779898,0.34663416775135814,0.9903654370363673,0.0,0.2470264440612375,0.0,0.0,0.7296318456060877,0.8164123864057964
"8-2003",1.8334838483643858,1.3447824818373197,0.6932683355027163,0.9903654370363673,1.0680465258718825,0.7410793321837125,1.9975047394040228,0.8911138136088348,1.0944477684091316,0.8164123864057964
"9-2003",1.195750335889817,1.3447824818373197,0.34663416775135814,0.33012181234545573,0.5340232629359413,0.494052888122475,0.0,0.0,1.0944477684091316,1.2246185796086946
"10-2003",1.1160336468304957,2.3533693432153098,0.0,0.33012181234545573,0.5340232629359413,0.2470264440612375,0.0,0.4455569068044174,0.36481592280304387,0.8164123864057964
