"newspaper","date","epu_news_avg","eu_news_avg","pol_impositiva_avg","pol_gasto_gub_avg","pol_fiscal_avg","pol_monetaria_avg","pol_deuda_crisis_avg","pol_prog_derechos_avg","pol_comercial_avg","otras_politicas_avg","autoridades_intls_avg"
"Promedio","1-2002",3.3365194308340786,3.464632072476735,2.362709262042204,2.5206654863726943,1.553790543680647,4.189849612258128,3.335900606999499,3.1189205216153413,0.7557032231815308,2.880575838738827,0.5564275314015964
"Promedio","02-2002",1.840997218813717,1.8479632854347596,1.6802938490336978,2.1511535660867525,1.9890235854740657,1.7026890382534567,1.4234404615870793,2.1013488946155117,0.0,2.048586316254715,0.2967869682913211
"Promedio","03-2002",1.8072976087066184,2.0196437728633914,2.3196598983694012,1.484842864048864,0.9152879719596759,0.783525548959006,1.146291778494171,1.6116277539212187,0.37096702714228963,1.7507228579227643,0.0
"Promedio","04-2002",1.9201181076895044,1.9073066442407378,0.0,1.4022525646880029,0.5762517310457077,0.9249301198195549,1.7011224243816776,1.9785810120169263,0.0,2.034884572757213,0.2579516987309922
"Promedio","05-2002",2.3524591818102594,2.314401671860681,2.1959074850187674,2.34271236739893,2.888193092425238,2.039743607197733,2.0152559603576394,2.441037464422993,0.3511761668896123,2.294754759621063,0.7757175633318285
"Promedio","06-2002",4.713316234877355,4.538603907854367,3.7516429277355994,3.842356534161534,5.625207327668842,4.561974413346843,5.085053754222263,5.317311306522968,1.0799533520425206,4.965992721992457,2.1204647866077284
"Promedio","07-2002",4.050971001364349,4.023942004185398,1.9257061207794384,2.4653364001374136,2.735432182977841,4.097881617392185,4.567747737013497,3.0504596237158066,0.36955769694208673,3.7564622025371386,1.9047484448717795
"Promedio","08-2002",3.522535513985939,3.7425982778865734,1.9445855925517856,0.4979012729689286,1.5345834141978085,3.152805277993613,3.1299307847813074,3.566739683869978,0.7463616232359791,3.38686630655922,1.9234224492332677
"Promedio","09-2002",3.284015606608036,3.224780066388027,0.48869821104729394,0.625643484941139,0.771319269353628,2.2284524183033323,3.311957881700199,3.463230074307407,0.0,3.2344119710459704,1.381084724432243
"Promedio","10-2002",2.3864132458303557,2.509931176386311,0.9609263402056848,0.6151007827199085,1.5166435764962858,1.4606005494022543,2.0350926030589362,2.603725091643127,0.4610227404190645,2.0083635652923677,1.6972651267212993
"Promedio","11-2002",2.653196201362126,2.7596025856223894,1.4338390152309552,0.0,0.3771747186703048,1.6951076569935541,1.821988877887914,2.5900858821531165,0.0,2.3308169088031647,1.6883742669689614
"Promedio","12-2002",2.4849172196354594,2.598249777294341,1.890004267271461,2.4196300080478643,1.4915101769893562,2.8727917590003944,3.002051413678602,2.56057687676349,0.9067655971577456,2.6334420234698475,1.6691385166461665
"Promedio","01-2003",2.0505876714171247,2.0503063807509934,1.3159609038826412,0.0,0.0,1.55575024865418,1.6722003691769365,1.8285776438721522,0.0,2.139196864858289,2.169398589375599
"Promedio","02-2003",2.178356668308284,2.1780578508488593,1.863941899949536,2.38626432356508,1.1032071572139097,0.944392387917903,1.5790156703611522,2.7195189473726797,1.7885233586431124,2.5971279608377302,2.9630192319503297
"Promedio","03-2003",3.3850971083711263,3.526844215841645,1.24135994561265,1.5892195733130698,1.959255885555406,2.9351115802273875,2.8042745420110076,2.587375169560596,0.39704407440172496,2.738615487502416,2.3387620684943293
"Promedio","04-2003",2.1487903052782578,2.1410613029681533,0.0,0.5538531941133743,1.7070330439583021,0.8767758632258198,1.6492066229910043,1.9837769792221356,1.2453516131661502,1.6576855743398244,1.8339154911201976
"Promedio","05-2003",1.9007229752886003,1.900462242407338,0.0,0.0,0.6417348823009017,1.236042978304314,1.5499896470089252,1.1864567956674925,1.170430727347331,1.5579585010172412,1.4363219588430247
"Promedio","06-2003",0.7018246527886606,0.7705252795017027,0.0,0.0,0.3159396831687634,0.8113735390711952,0.8478808365969549,0.6675632293556957,0.0,0.557829809929824,0.0
"Promedio","07-2003",1.2986449823412258,1.2220864375444882,0.8081484145485366,0.5173057512777265,0.3188780061743188,1.2283792928763866,0.5134598122066767,1.5159864257434317,0.38772461649947015,1.266789994626951,0.570966603302701
"Promedio","08-2003",2.0114508450207924,1.892870515739932,0.4049709542944065,1.036907577794147,1.597928402000914,1.436289621482776,1.5437979440248681,2.1946178202531286,0.7771701589487825,1.9749354100777812,1.716701185429426
"Promedio","09-2003",1.332276406236478,1.2537352003523192,0.8290772921629239,0.0,0.3271360917499372,0.42006367458956245,0.8779284082709949,1.3824412537043438,0.0,1.2995964597308747,1.1715062155906395
"Promedio","10-2003",0.9524837777015674,1.0083738919070646,0.0,1.0433911446048294,0.3215839830020597,0.8258688233779606,0.6904226624759124,1.1891063195524134,0.0,0.9936421346371687,0.2879058933134209
"Promedio","11-2003",1.3104943741952948,1.2332372765150446,1.1213431708627175,0.0,0.29497195327390896,0.37876286266760634,0.633288136535669,1.4023340226663943,2.1519430988671946,1.302021852550255,1.5844849532046281
"Promedio","12-2003",1.3914383503308894,1.5276442905475254,1.1906040365706365,0.5080802028643352,0.6263823731549472,1.6086300961663802,1.3448076044224166,1.323511613485542,1.1424299922433279,1.5206867665431445,0.5607840757970852
"Promedio","01-2004",1.091631438510345,1.1300045765665252,0.0,0.4783277585524597,0.8845534864147565,1.135823277360721,1.2660576095688518,1.2460086811643165,0.3585103128811645,1.1713398066616114,0.0
"Promedio","02-2004",1.9815473344258179,2.084109883671886,1.9947519895612107,0.510746124348538,1.5741725796712105,1.2128029922671102,1.3518638751933258,1.9956842147376002,0.0,2.3624836386216845,1.6911796111816777
"Promedio","03-2004",1.7990467462611535,1.6929881984764057,0.0,0.0,1.1433529780732223,1.6516556827996514,1.5341964482766652,1.0569309446120894,0.34755148235641264,1.7663872484736964,1.5354219018549013
"Promedio","04-2004",1.203752204485422,1.5447106896414324,0.7490965189041854,0.4795059057410125,0.2955773965277552,1.3283910169132571,0.951881983548995,1.2490776680637359,0.0,1.174224880077034,1.3231143167667272
"Promedio","05-2004",1.5409040305446602,1.5536396531653713,1.506853113171425,1.9291104647152872,0.8918578091762326,1.1452024951754256,0.957384191546388,1.256297770191272,1.0844122841318788,1.1810123071295024,0.7984574258407301
"Promedio","06-2004",1.7947717836957804,1.6889652562226005,1.8067318020302927,0.46260450945944814,0.285159024927371,1.2815685216636412,1.3774957496586249,1.5063134650511194,0.346725617447843,1.510448479402062,0.2552955624272275
"Promedio","07-2004",1.5779976161260432,1.6829665635209419,0.36006296765007806,0.9219229568943225,0.8524386794888854,1.2770167786900926,0.7625573901359353,1.3508671465385433,0.34549415313962256,1.7559311282183272,0.5087776599279791
"Promedio","08-2004",1.6354380201486272,1.7442279230928697,1.4926782168103032,0.9554817066544838,1.472446907856057,2.079787653474008,1.2645041646491353,1.7111597747155354,0.0,1.8198484576299556,0.7909463743911037
"Promedio","09-2004",1.1790672980001962,1.1095581728892057,0.7337350703862467,0.9393457067833586,0.28951609889087726,1.11527158959183,0.9323620876257949,1.3763961999713183,0.0,1.2779394218235511,0.2591963390143745
"Promedio","10-2004",1.727715880225637,2.0084183514880443,1.391383240602818,0.0,0.5490099412440806,1.938650710157815,0.8840200197961692,1.7400418601238625,0.3337713244589415,1.817519257763156,0.24575726081919538
"Promedio","11-2004",2.0639574361859405,2.0445070578465248,0.7436019234110006,0.4759887475081933,0.8802280414934129,1.5070255057402233,1.1023832914613871,1.8598735937672743,0.7135144124334176,1.9426866394102522,2.3641367792007926
"Promedio","12-2004",1.0127427503410873,1.270718527637494,0.0,0.0,0.0,0.39027443975163656,0.48940154325144614,0.8027525325567911,0.7391153938841735,1.0732749150106111,0.8163207620879055
"Promedio","01-2005",1.42261624166459,1.3387492643559082,1.1236447783562782,1.4385177172230377,0.8867321895832657,0.9488507263666123,0.6345879890326633,1.405212376571703,0.7187866864169158,1.435163742316375,0.0
